analysis,aggregation_level,predictor,profile,individual_sum,total_sum,pooled_allocation,n_models,signed_allocation,delta_from_signed,region,climatezone,age
temporal_events,region_age,human,exclude_negative,0.0145,0.109,0.13302752293577982,1,0.13302752293577982,0,North America,NA,1000
temporal_events,region_age,climate,exclude_negative,0.0953,0.102,0.9343137254901961,1,0.9343137254901961,0,North America,NA,1500
temporal_events,region_age,human,exclude_negative,0.0065,0.102,0.06372549019607843,1,0.06372549019607843,0,North America,NA,1500
temporal_events,region_age,climate,exclude_negative,0.0974,0.101,0.9643564356435643,1,0.9643564356435643,0,North America,NA,2000
temporal_events,region_age,human,exclude_negative,0.0033,0.101,0.03267326732673267,1,0.03267326732673267,0,North America,NA,2000
temporal_events,region_age,climate,exclude_negative,0.0964,0.102,0.9450980392156864,1,0.9450980392156864,0,North America,NA,2500
temporal_events,region_age,human,exclude_negative,0.0061,0.102,0.05980392156862746,1,0.05980392156862746,0,North America,NA,2500
temporal_events,region_age,climate,exclude_negative,0.1001,0.108,0.9268518518518518,1,0.9268518518518518,0,North America,NA,3000
temporal_events,region_age,human,exclude_negative,0.0076,0.108,0.07037037037037037,1,0.07037037037037037,0,North America,NA,3000
temporal_events,region_age,climate,exclude_negative,0.097,0.105,0.9238095238095239,1,0.9238095238095239,0,North America,NA,3500
temporal_events,region_age,human,exclude_negative,0.0084,0.105,0.08,1,0.08,0,North America,NA,3500
temporal_events,region_age,climate,exclude_negative,0.0872,0.094,0.9276595744680851,1,0.9276595744680851,0,North America,NA,4000
temporal_events,region_age,human,exclude_negative,0.0071,0.094,0.07553191489361702,1,0.07553191489361702,0,North America,NA,4000
temporal_events,region_age,climate,exclude_negative,0.0957,0.103,0.929126213592233,1,0.929126213592233,0,North America,NA,4500
temporal_events,region_age,human,exclude_negative,0.0076,0.103,0.07378640776699029,1,0.07378640776699029,0,North America,NA,4500
temporal_events,region_age,climate,exclude_negative,0.0978,0.109,0.8972477064220183,1,0.8972477064220183,0,North America,NA,5000
temporal_events,region_age,human,exclude_negative,0.0108,0.109,0.09908256880733946,1,0.09908256880733946,0,North America,NA,5000
temporal_events,region_age,climate,exclude_negative,0.0839,0.093,0.9021505376344087,1,0.9021505376344087,0,North America,NA,5500
temporal_events,region_age,human,exclude_negative,0.0089,0.093,0.0956989247311828,1,0.0956989247311828,0,North America,NA,5500
temporal_events,region_age,climate,exclude_negative,0.0898,0.099,0.907070707070707,1,0.907070707070707,0,North America,NA,6000
temporal_events,region_age,human,exclude_negative,0.0094,0.099,0.09494949494949495,1,0.09494949494949495,0,North America,NA,6000
temporal_events,region_age,climate,exclude_negative,0.0905,0.099,0.914141414141414,1,0.914141414141414,0,North America,NA,6500
temporal_events,region_age,human,exclude_negative,0.0088,0.099,0.08888888888888889,1,0.08888888888888889,0,North America,NA,6500
temporal_events,region_age,climate,exclude_negative,0.0937,0.095,0.9863157894736843,1,0.9863157894736843,0,North America,NA,7000
temporal_events,region_age,human,exclude_negative,0.0011,0.095,0.011578947368421053,1,0.011578947368421053,0,North America,NA,7000
temporal_events,region_age,climate,exclude_negative,0.0882,0.103,0.8563106796116505,1,0.8563106796116505,0,North America,NA,7500
temporal_events,region_age,human,exclude_negative,0.0148,0.103,0.14368932038834953,1,0.14368932038834953,0,North America,NA,7500
temporal_events,region_age,climate,exclude_negative,0.1074,0.132,0.8136363636363636,1,0.8136363636363636,0,North America,NA,8000
temporal_events,region_age,human,exclude_negative,0.0248,0.132,0.18787878787878787,1,0.18787878787878787,0,North America,NA,8000
temporal_events,region_age,climate,exclude_negative,0.1051,0.147,0.7149659863945579,1,0.7149659863945579,0,North America,NA,8500
temporal_events,region_age,human,exclude_negative,0.0422,0.147,0.2870748299319728,1,0.2870748299319728,0,North America,NA,8500
temporal_events,region_age,climate,exclude_negative,0.0864,0.119,0.7260504201680673,1,0.7260504201680673,0,Oceania,NA,1000
temporal_events,region_age,human,exclude_negative,0.0322,0.119,0.27058823529411763,1,0.27058823529411763,0,Oceania,NA,1000
temporal_events,region_age,climate,exclude_negative,0.0211,0.031,0.6806451612903226,1,0.6806451612903226,0,Oceania,NA,2000
temporal_events,region_age,human,exclude_negative,0.0096,0.031,0.30967741935483867,1,0.30967741935483867,0,Oceania,NA,2000
temporal_events,region_age,climate,exclude_negative,0.1016,0.121,0.8396694214876033,1,0.8396694214876033,0,Oceania,NA,2500
temporal_events,region_age,human,exclude_negative,0.0198,0.121,0.16363636363636366,1,0.16363636363636366,0,Oceania,NA,2500
temporal_events,region_age,climate,exclude_negative,0.1241,0.141,0.8801418439716313,1,0.8801418439716313,0,Oceania,NA,3000
temporal_events,region_age,human,exclude_negative,0.0173,0.141,0.12269503546099292,1,0.12269503546099292,0,Oceania,NA,3000
temporal_spd,region_age,climate,exclude_negative,0.0574,0.066,0.8696969696969696,1,0.8696969696969696,0,Asia,NA,1000
temporal_spd,region_age,human,exclude_negative,0.0084,0.066,0.12727272727272726,1,0.12727272727272726,0,Asia,NA,1000
temporal_spd,region_age,climate,exclude_negative,0.0779,0.083,0.9385542168674698,1,0.9385542168674698,0,Asia,NA,1500
temporal_spd,region_age,human,exclude_negative,0.0052,0.083,0.06265060240963854,1,0.06265060240963854,0,Asia,NA,1500
temporal_spd,region_age,climate,exclude_negative,0.0769,0.097,0.7927835051546391,1,0.7927835051546391,0,Asia,NA,2000
temporal_spd,region_age,human,exclude_negative,0.0203,0.097,0.2092783505154639,1,0.2092783505154639,0,Asia,NA,2000
temporal_spd,region_age,climate,exclude_negative,0.089,0.094,0.9468085106382979,1,0.9468085106382979,0,Asia,NA,2500
temporal_spd,region_age,human,exclude_negative,0.0055,0.094,0.058510638297872335,1,0.058510638297872335,0,Asia,NA,2500
temporal_spd,region_age,climate,exclude_negative,0.0861,0.091,0.9461538461538461,1,0.9461538461538461,0,Asia,NA,3000
temporal_spd,region_age,human,exclude_negative,0.0049,0.091,0.05384615384615385,1,0.05384615384615385,0,Asia,NA,3000
temporal_spd,region_age,climate,exclude_negative,0.0882,0.094,0.9382978723404255,1,0.9382978723404255,0,Asia,NA,3500
temporal_spd,region_age,human,exclude_negative,0.0056,0.094,0.059574468085106386,1,0.059574468085106386,0,Asia,NA,3500
temporal_spd,region_age,climate,exclude_negative,0.0717,0.076,0.9434210526315789,1,0.9434210526315789,0,Asia,NA,4000
temporal_spd,region_age,human,exclude_negative,0.0047,0.076,0.0618421052631579,1,0.0618421052631579,0,Asia,NA,4000
temporal_spd,region_age,climate,exclude_negative,0.0704,0.084,0.8380952380952381,1,0.8380952380952381,0,Asia,NA,4500
temporal_spd,region_age,human,exclude_negative,0.014,0.084,0.16666666666666666,1,0.16666666666666666,0,Asia,NA,4500
temporal_spd,region_age,climate,exclude_negative,0.0665,0.087,0.7643678160919541,1,0.7643678160919541,0,Asia,NA,5000
temporal_spd,region_age,human,exclude_negative,0.02,0.087,0.2298850574712644,1,0.2298850574712644,0,Asia,NA,5000
temporal_spd,region_age,climate,exclude_negative,0.0865,0.093,0.9301075268817204,1,0.9301075268817204,0,Asia,NA,5500
temporal_spd,region_age,human,exclude_negative,0.0065,0.093,0.06989247311827956,1,0.06989247311827956,0,Asia,NA,5500
temporal_spd,region_age,climate,exclude_negative,0.0794,0.106,0.749056603773585,1,0.749056603773585,0,Asia,NA,6000
temporal_spd,region_age,human,exclude_negative,0.0266,0.106,0.2509433962264151,1,0.2509433962264151,0,Asia,NA,6000
temporal_spd,region_age,climate,exclude_negative,0.1015,0.106,0.9575471698113208,1,0.9575471698113208,0,Asia,NA,6500
temporal_spd,region_age,human,exclude_negative,0.0049,0.106,0.04622641509433962,1,0.04622641509433962,0,Asia,NA,6500
temporal_spd,region_age,climate,exclude_negative,0.1105,0.133,0.8308270676691729,1,0.8308270676691729,0,Asia,NA,7000
temporal_spd,region_age,human,exclude_negative,0.0223,0.133,0.16766917293233083,1,0.16766917293233083,0,Asia,NA,7000
temporal_spd,region_age,climate,exclude_negative,0.1148,0.133,0.863157894736842,1,0.863157894736842,0,Asia,NA,7500
temporal_spd,region_age,human,exclude_negative,0.018,0.133,0.13533834586466165,1,0.13533834586466165,0,Asia,NA,7500
temporal_spd,region_age,climate,exclude_negative,0.1502,0.16,0.93875,1,0.93875,0,Asia,NA,8000
temporal_spd,region_age,human,exclude_negative,0.0097,0.16,0.060625,1,0.060625,0,Asia,NA,8000
temporal_spd,region_age,climate,exclude_negative,0.1613,0.167,0.9658682634730539,1,0.9658682634730539,0,Asia,NA,8500
temporal_spd,region_age,human,exclude_negative,0.0055,0.167,0.03293413173652694,1,0.03293413173652694,0,Asia,NA,8500
temporal_spd,region_age,climate,exclude_negative,0.0764,0.088,0.8681818181818182,1,0.8681818181818182,0,Europe,NA,500
temporal_spd,region_age,human,exclude_negative,0.0119,0.088,0.13522727272727275,1,0.13522727272727275,0,Europe,NA,500
temporal_spd,region_age,climate,exclude_negative,0.1194,0.125,0.9552,1,0.9552,0,Europe,NA,1000
temporal_spd,region_age,human,exclude_negative,0.0057,0.125,0.0456,1,0.0456,0,Europe,NA,1000
temporal_spd,region_age,climate,exclude_negative,0.1003,0.102,0.9833333333333334,1,0.9833333333333334,0,Europe,NA,1500
temporal_spd,region_age,human,exclude_negative,0.002,0.102,0.019607843137254905,1,0.019607843137254905,0,Europe,NA,1500
temporal_spd,region_age,climate,exclude_negative,0.0924,0.096,0.9624999999999999,1,0.9624999999999999,0,Europe,NA,2000
temporal_spd,region_age,human,exclude_negative,0.0035,0.096,0.036458333333333336,1,0.036458333333333336,0,Europe,NA,2000
temporal_spd,region_age,climate,exclude_negative,0.0791,0.083,0.9530120481927711,1,0.9530120481927711,0,Europe,NA,2500
temporal_spd,region_age,human,exclude_negative,0.0041,0.083,0.04939759036144579,1,0.04939759036144579,0,Europe,NA,2500
temporal_spd,region_age,climate,exclude_negative,0.0582,0.064,0.909375,1,0.909375,0,Europe,NA,3000
temporal_spd,region_age,human,exclude_negative,0.0057,0.064,0.0890625,1,0.0890625,0,Europe,NA,3000
temporal_spd,region_age,climate,exclude_negative,0.0511,0.071,0.719718309859155,1,0.719718309859155,0,Europe,NA,3500
temporal_spd,region_age,human,exclude_negative,0.02,0.071,0.28169014084507044,1,0.28169014084507044,0,Europe,NA,3500
temporal_spd,region_age,climate,exclude_negative,0.0787,0.084,0.9369047619047619,1,0.9369047619047619,0,Europe,NA,4000
temporal_spd,region_age,human,exclude_negative,0.0057,0.084,0.06785714285714285,1,0.06785714285714285,0,Europe,NA,4000
temporal_spd,region_age,climate,exclude_negative,0.081,0.084,0.9642857142857143,1,0.9642857142857143,0,Europe,NA,4500
temporal_spd,region_age,human,exclude_negative,0.0028,0.084,0.03333333333333333,1,0.03333333333333333,0,Europe,NA,4500
temporal_spd,region_age,climate,exclude_negative,0.0645,0.069,0.9347826086956521,1,0.9347826086956521,0,Europe,NA,5000
temporal_spd,region_age,human,exclude_negative,0.0045,0.069,0.06521739130434781,1,0.06521739130434781,0,Europe,NA,5000
temporal_spd,region_age,climate,exclude_negative,0.0868,0.087,0.9977011494252874,1,0.9977011494252874,0,Europe,NA,5500
temporal_spd,region_age,human,exclude_negative,6e-4,0.087,0.006896551724137931,1,0.006896551724137931,0,Europe,NA,5500
temporal_spd,region_age,climate,exclude_negative,0.0706,0.082,0.8609756097560974,1,0.8609756097560974,0,Europe,NA,6000
temporal_spd,region_age,human,exclude_negative,0.0117,0.082,0.14268292682926828,1,0.14268292682926828,0,Europe,NA,6000
temporal_spd,region_age,climate,exclude_negative,0.0567,0.086,0.6593023255813955,1,0.6593023255813955,0,Europe,NA,6500
temporal_spd,region_age,human,exclude_negative,0.0294,0.086,0.3418604651162791,1,0.3418604651162791,0,Europe,NA,6500
temporal_spd,region_age,climate,exclude_negative,0.0687,0.086,0.7988372093023256,1,0.7988372093023256,0,Europe,NA,7000
temporal_spd,region_age,human,exclude_negative,0.0175,0.086,0.20348837209302328,1,0.20348837209302328,0,Europe,NA,7000
temporal_spd,region_age,climate,exclude_negative,0.0641,0.119,0.538655462184874,1,0.538655462184874,0,Europe,NA,7500
temporal_spd,region_age,human,exclude_negative,0.0547,0.119,0.4596638655462185,1,0.4596638655462185,0,Europe,NA,7500
temporal_spd,region_age,climate,exclude_negative,0.0784,0.094,0.8340425531914893,1,0.8340425531914893,0,Europe,NA,8000
temporal_spd,region_age,human,exclude_negative,0.0154,0.094,0.16382978723404257,1,0.16382978723404257,0,Europe,NA,8000
temporal_spd,region_age,climate,exclude_negative,0.0686,0.078,0.8794871794871794,1,0.8794871794871794,0,Europe,NA,8500
temporal_spd,region_age,human,exclude_negative,0.0089,0.078,0.1141025641025641,1,0.1141025641025641,0,Europe,NA,8500
temporal_spd,region_age,climate,exclude_negative,0.1278,0.144,0.8875000000000001,1,0.8875000000000001,0,Latin America,NA,1500
temporal_spd,region_age,human,exclude_negative,0.0164,0.144,0.1138888888888889,1,0.1138888888888889,0,Latin America,NA,1500
temporal_spd,region_age,climate,exclude_negative,0.1496,0.153,0.9777777777777779,1,0.9777777777777779,0,Latin America,NA,2000
temporal_spd,region_age,human,exclude_negative,0.003,0.153,0.0196078431372549,1,0.0196078431372549,0,Latin America,NA,2000
temporal_spd,region_age,climate,exclude_negative,0.1453,0.152,0.955921052631579,1,0.955921052631579,0,Latin America,NA,2500
temporal_spd,region_age,human,exclude_negative,0.0068,0.152,0.04473684210526316,1,0.04473684210526316,0,Latin America,NA,2500
temporal_spd,region_age,climate,exclude_negative,0.1837,0.193,0.9518134715025907,1,0.9518134715025907,0,Latin America,NA,3000
temporal_spd,region_age,human,exclude_negative,0.009,0.193,0.0466321243523316,1,0.0466321243523316,0,Latin America,NA,3000
temporal_spd,region_age,climate,exclude_negative,0.1927,0.207,0.9309178743961354,1,0.9309178743961354,0,Latin America,NA,3500
temporal_spd,region_age,human,exclude_negative,0.0146,0.207,0.07053140096618359,1,0.07053140096618359,0,Latin America,NA,3500
temporal_spd,region_age,climate,exclude_negative,0.1913,0.218,0.8775229357798165,1,0.8775229357798165,0,Latin America,NA,4000
temporal_spd,region_age,human,exclude_negative,0.027,0.218,0.1238532110091743,1,0.1238532110091743,0,Latin America,NA,4000
temporal_spd,region_age,climate,exclude_negative,0.1816,0.197,0.9218274111675127,1,0.9218274111675127,0,Latin America,NA,4500
temporal_spd,region_age,human,exclude_negative,0.0157,0.197,0.0796954314720812,1,0.0796954314720812,0,Latin America,NA,4500
temporal_spd,region_age,climate,exclude_negative,0.1821,0.207,0.8797101449275363,1,0.8797101449275363,0,Latin America,NA,5000
temporal_spd,region_age,human,exclude_negative,0.0252,0.207,0.12173913043478261,1,0.12173913043478261,0,Latin America,NA,5000
temporal_spd,region_age,climate,exclude_negative,0.1684,0.178,0.946067415730337,1,0.946067415730337,0,Latin America,NA,5500
temporal_spd,region_age,human,exclude_negative,0.0094,0.178,0.052808988764044947,1,0.052808988764044947,0,Latin America,NA,5500
temporal_spd,region_age,climate,exclude_negative,0.1557,0.165,0.9436363636363636,1,0.9436363636363636,0,Latin America,NA,6000
temporal_spd,region_age,human,exclude_negative,0.0096,0.165,0.058181818181818175,1,0.058181818181818175,0,Latin America,NA,6000
temporal_spd,region_age,climate,exclude_negative,0.122,0.128,0.953125,1,0.953125,0,Latin America,NA,7000
temporal_spd,region_age,human,exclude_negative,0.0064,0.128,0.05,1,0.05,0,Latin America,NA,7000
temporal_spd,region_age,climate,exclude_negative,0.1495,0.156,0.9583333333333333,1,0.9583333333333333,0,Latin America,NA,7500
temporal_spd,region_age,human,exclude_negative,0.0065,0.156,0.041666666666666664,1,0.041666666666666664,0,Latin America,NA,7500
temporal_spd,region_age,climate,exclude_negative,0.1198,0.172,0.6965116279069768,1,0.6965116279069768,0,Latin America,NA,8000
temporal_spd,region_age,human,exclude_negative,0.0524,0.172,0.3046511627906977,1,0.3046511627906977,0,Latin America,NA,8000
temporal_spd,region_age,climate,exclude_negative,0.1274,0.137,0.9299270072992701,1,0.9299270072992701,0,Latin America,NA,8500
temporal_spd,region_age,human,exclude_negative,0.0097,0.137,0.0708029197080292,1,0.0708029197080292,0,Latin America,NA,8500
temporal_spd,region_age,climate,exclude_negative,0.1045,0.158,0.6613924050632911,1,0.6613924050632911,0,North America,NA,500
temporal_spd,region_age,human,exclude_negative,0.0532,0.158,0.33670886075949363,1,0.33670886075949363,0,North America,NA,500
temporal_spd,region_age,climate,exclude_negative,0.0931,0.103,0.9038834951456312,1,0.9038834951456312,0,North America,NA,1000
temporal_spd,region_age,human,exclude_negative,0.0102,0.103,0.09902912621359225,1,0.09902912621359225,0,North America,NA,1000
temporal_spd,region_age,climate,exclude_negative,0.0961,0.103,0.9330097087378642,1,0.9330097087378642,0,North America,NA,1500
temporal_spd,region_age,human,exclude_negative,0.0072,0.103,0.06990291262135923,1,0.06990291262135923,0,North America,NA,1500
temporal_spd,region_age,climate,exclude_negative,0.0979,0.103,0.950485436893204,1,0.950485436893204,0,North America,NA,2000
temporal_spd,region_age,human,exclude_negative,0.0054,0.103,0.052427184466019426,1,0.052427184466019426,0,North America,NA,2000
temporal_spd,region_age,climate,exclude_negative,0.1004,0.109,0.9211009174311927,1,0.9211009174311927,0,North America,NA,2500
temporal_spd,region_age,human,exclude_negative,0.0082,0.109,0.07522935779816514,1,0.07522935779816514,0,North America,NA,2500
temporal_spd,region_age,climate,exclude_negative,0.1033,0.114,0.906140350877193,1,0.906140350877193,0,North America,NA,3000
temporal_spd,region_age,human,exclude_negative,0.011,0.114,0.09649122807017543,1,0.09649122807017543,0,North America,NA,3000
temporal_spd,region_age,climate,exclude_negative,0.1002,0.104,0.9634615384615385,1,0.9634615384615385,0,North America,NA,3500
temporal_spd,region_age,human,exclude_negative,0.0038,0.104,0.03653846153846154,1,0.03653846153846154,0,North America,NA,3500
temporal_spd,region_age,climate,exclude_negative,0.0879,0.098,0.8969387755102041,1,0.8969387755102041,0,North America,NA,4000
temporal_spd,region_age,human,exclude_negative,0.0103,0.098,0.10510204081632653,1,0.10510204081632653,0,North America,NA,4000
temporal_spd,region_age,climate,exclude_negative,0.0982,0.107,0.9177570093457944,1,0.9177570093457944,0,North America,NA,4500
temporal_spd,region_age,human,exclude_negative,0.0092,0.107,0.08598130841121496,1,0.08598130841121496,0,North America,NA,4500
temporal_spd,region_age,climate,exclude_negative,0.1011,0.108,0.9361111111111111,1,0.9361111111111111,0,North America,NA,5000
temporal_spd,region_age,human,exclude_negative,0.0067,0.108,0.062037037037037036,1,0.062037037037037036,0,North America,NA,5000
temporal_spd,region_age,climate,exclude_negative,0.087,0.098,0.8877551020408162,1,0.8877551020408162,0,North America,NA,5500
temporal_spd,region_age,human,exclude_negative,0.0114,0.098,0.11632653061224489,1,0.11632653061224489,0,North America,NA,5500
temporal_spd,region_age,climate,exclude_negative,0.0931,0.106,0.8783018867924529,1,0.8783018867924529,0,North America,NA,6000
temporal_spd,region_age,human,exclude_negative,0.0125,0.106,0.11792452830188681,1,0.11792452830188681,0,North America,NA,6000
temporal_spd,region_age,climate,exclude_negative,0.0944,0.104,0.9076923076923077,1,0.9076923076923077,0,North America,NA,6500
temporal_spd,region_age,human,exclude_negative,0.0092,0.104,0.08846153846153847,1,0.08846153846153847,0,North America,NA,6500
temporal_spd,region_age,climate,exclude_negative,0.0938,0.106,0.8849056603773585,1,0.8849056603773585,0,North America,NA,7000
temporal_spd,region_age,human,exclude_negative,0.0121,0.106,0.11415094339622642,1,0.11415094339622642,0,North America,NA,7000
temporal_spd,region_age,climate,exclude_negative,0.0924,0.104,0.8884615384615384,1,0.8884615384615384,0,North America,NA,7500
temporal_spd,region_age,human,exclude_negative,0.0119,0.104,0.11442307692307693,1,0.11442307692307693,0,North America,NA,7500
temporal_spd,region_age,climate,exclude_negative,0.1183,0.125,0.9464,1,0.9464,0,North America,NA,8000
temporal_spd,region_age,human,exclude_negative,0.0066,0.125,0.0528,1,0.0528,0,North America,NA,8000
temporal_spd,region_age,climate,exclude_negative,0.1151,0.12,0.9591666666666666,1,0.9591666666666666,0,North America,NA,8500
temporal_spd,region_age,human,exclude_negative,0.0048,0.12,0.04,1,0.04,0,North America,NA,8500
temporal_spd,region_age,climate,exclude_negative,0.0852,0.093,0.9161290322580645,1,0.9161290322580645,0,Oceania,NA,500
temporal_spd,region_age,human,exclude_negative,0.0074,0.093,0.07956989247311828,1,0.07956989247311828,0,Oceania,NA,500
temporal_spd,region_age,climate,exclude_negative,0.0631,0.094,0.6712765957446809,1,0.6712765957446809,0,Oceania,NA,1000
temporal_spd,region_age,human,exclude_negative,0.0314,0.094,0.33404255319148934,1,0.33404255319148934,0,Oceania,NA,1000
temporal_spd,region_age,climate,exclude_negative,0.0559,0.083,0.6734939759036144,1,0.6734939759036144,0,Oceania,NA,1500
temporal_spd,region_age,human,exclude_negative,0.0268,0.083,0.3228915662650602,1,0.3228915662650602,0,Oceania,NA,1500
temporal_spd,region_age,climate,exclude_negative,0.0083,0.032,0.259375,1,0.259375,0,Oceania,NA,2000
temporal_spd,region_age,human,exclude_negative,0.0232,0.032,0.725,1,0.725,0,Oceania,NA,2000
temporal_spd,region_age,climate,exclude_negative,0.0794,0.102,0.7784313725490196,1,0.7784313725490196,0,Oceania,NA,2500
temporal_spd,region_age,human,exclude_negative,0.0224,0.102,0.21960784313725493,1,0.21960784313725493,0,Oceania,NA,2500
temporal_spd,region_age,climate,exclude_negative,0.123,0.153,0.803921568627451,1,0.803921568627451,0,Oceania,NA,3000
temporal_spd,region_age,human,exclude_negative,0.0304,0.153,0.19869281045751636,1,0.19869281045751636,0,Oceania,NA,3000
temporal_spd,region_age,climate,exclude_negative,0.1355,0.16,0.846875,1,0.846875,0,Oceania,NA,3500
temporal_spd,region_age,human,exclude_negative,0.0243,0.16,0.15187499999999998,1,0.15187499999999998,0,Oceania,NA,3500
temporal_spd,region_age,climate,exclude_negative,0.0957,0.106,0.9028301886792452,1,0.9028301886792452,0,Oceania,NA,4000
temporal_spd,region_age,human,exclude_negative,0.0101,0.106,0.09528301886792452,1,0.09528301886792452,0,Oceania,NA,4000
temporal_spd,region_age,climate,exclude_negative,0.1186,0.123,0.9642276422764228,1,0.9642276422764228,0,Oceania,NA,4500
temporal_spd,region_age,human,exclude_negative,0.0048,0.123,0.03902439024390244,1,0.03902439024390244,0,Oceania,NA,4500
temporal_spd,region_age,climate,exclude_negative,0.0633,0.076,0.8328947368421052,1,0.8328947368421052,0,Oceania,NA,5000
temporal_spd,region_age,human,exclude_negative,0.0126,0.076,0.16578947368421054,1,0.16578947368421054,0,Oceania,NA,5000
temporal_spd,region_age,climate,exclude_negative,0.0631,0.069,0.9144927536231884,1,0.9144927536231884,0,Oceania,NA,5500
temporal_spd,region_age,human,exclude_negative,0.0057,0.069,0.08260869565217391,1,0.08260869565217391,0,Oceania,NA,5500
temporal_spd,region_age,climate,exclude_negative,0.1405,0.141,0.99645390070922,1,0.99645390070922,0,Oceania,NA,8500
temporal_spd,region_age,human,exclude_negative,4e-4,0.141,0.002836879432624114,1,0.002836879432624114,0,Oceania,NA,8500
h2_spd,region_climatezone,climate,signed,0.5843,0.699,0.8359084406294708,1,0.8359084406294708,0,Asia,Arid,NA
h2_spd,region_climatezone,human,signed,0.1143,0.699,0.16351931330472103,1,0.16351931330472103,0,Asia,Arid,NA
h2_spd,region_climatezone,climate,signed,0.8835,1.086,0.8135359116022098,1,0.8135359116022098,0,Asia,Cold_Dry_Summer,NA
h2_spd,region_climatezone,human,signed,0.2023,1.086,0.18627992633517496,1,0.18627992633517496,0,Asia,Cold_Dry_Summer,NA
h2_spd,region_climatezone,climate,signed,0.8045,1.061,0.7582469368520264,1,0.7582469368520264,0,Asia,Cold_Dry_Winter,NA
h2_spd,region_climatezone,human,signed,0.2566,1.061,0.24184731385485392,1,0.24184731385485392,0,Asia,Cold_Dry_Winter,NA
h2_spd,region_climatezone,climate,signed,0.5738,0.838,0.6847255369928401,1,0.6847255369928401,0,Asia,Cold_Without_dry_season_Cold_Summer,NA
h2_spd,region_climatezone,human,signed,0.264,0.838,0.3150357995226731,1,0.3150357995226731,0,Asia,Cold_Without_dry_season_Cold_Summer,NA
h2_spd,region_climatezone,climate,signed,0.4086,0.419,0.9751789976133652,1,0.9751789976133652,0,Asia,Cold_Without_dry_season_Warm_Summer,NA
h2_spd,region_climatezone,human,signed,0.0102,0.419,0.024343675417661102,1,0.024343675417661102,0,Asia,Cold_Without_dry_season_Warm_Summer,NA
h2_spd,region_climatezone,climate,signed,0.6599,0.947,0.6968321013727562,1,0.6968321013727562,0,Asia,Polar,NA
h2_spd,region_climatezone,human,signed,0.2867,0.947,0.30274551214361145,1,0.30274551214361145,0,Asia,Polar,NA
h2_spd,region_climatezone,climate,signed,0.6126,0.917,0.6680479825517993,1,0.6680479825517993,0,Asia,Temperate_Dry_Summer,NA
h2_spd,region_climatezone,human,signed,0.3048,0.917,0.33238822246455835,1,0.33238822246455835,0,Asia,Temperate_Dry_Summer,NA
h2_spd,region_climatezone,climate,signed,0.603,0.876,0.6883561643835616,1,0.6883561643835616,0,Asia,Temperate_Dry_Winter,NA
h2_spd,region_climatezone,human,signed,0.2726,0.876,0.31118721461187215,1,0.31118721461187215,0,Asia,Temperate_Dry_Winter,NA
h2_spd,region_climatezone,climate,signed,0.7753,0.837,0.926284348864994,1,0.926284348864994,0,Asia,Temperate_Without_dry_season,NA
h2_spd,region_climatezone,human,signed,0.0618,0.837,0.07383512544802867,1,0.07383512544802867,0,Asia,Temperate_Without_dry_season,NA
h2_spd,region_climatezone,climate,signed,0.2408,0.326,0.7386503067484662,1,0.7386503067484662,0,Europe,Arid,NA
h2_spd,region_climatezone,human,signed,0.0847,0.326,0.2598159509202454,1,0.2598159509202454,0,Europe,Arid,NA
h2_spd,region_climatezone,climate,signed,0.9466,1.076,0.8797397769516728,1,0.8797397769516728,0,Europe,Cold_Without_dry_season_Cold_Summer,NA
h2_spd,region_climatezone,human,signed,0.1291,1.076,0.11998141263940519,1,0.11998141263940519,0,Europe,Cold_Without_dry_season_Cold_Summer,NA
h2_spd,region_climatezone,climate,signed,0.9871,1.039,0.9500481231953802,1,0.9500481231953802,0,Europe,Cold_Without_dry_season_Warm_Summer,NA
h2_spd,region_climatezone,human,signed,0.0518,1.039,0.04985563041385948,1,0.04985563041385948,0,Europe,Cold_Without_dry_season_Warm_Summer,NA
h2_spd,region_climatezone,climate,signed,0.6551,0.745,0.8793288590604027,1,0.8793288590604027,0,Europe,Polar,NA
h2_spd,region_climatezone,human,signed,0.0898,0.745,0.12053691275167785,1,0.12053691275167785,0,Europe,Polar,NA
h2_spd,region_climatezone,climate,signed,0.5066,0.713,0.7105189340813465,1,0.7105189340813465,0,Europe,Temperate_Dry_Summer,NA
h2_spd,region_climatezone,human,signed,0.2065,0.713,0.28962131837307153,1,0.28962131837307153,0,Europe,Temperate_Dry_Summer,NA
h2_spd,region_climatezone,climate,signed,0.9482,1.014,0.9351084812623275,1,0.9351084812623275,0,Europe,Temperate_Without_dry_season,NA
h2_spd,region_climatezone,human,signed,0.0659,1.014,0.06499013806706114,1,0.06499013806706114,0,Europe,Temperate_Without_dry_season,NA
h2_spd,region_climatezone,climate,signed,0.7841,0.953,0.8227701993704093,1,0.8227701993704093,0,Latin America,Arid,NA
h2_spd,region_climatezone,human,signed,0.1692,0.953,0.17754459601259182,1,0.17754459601259182,0,Latin America,Arid,NA
h2_spd,region_climatezone,climate,signed,0.6635,0.863,0.7688296639629201,1,0.7688296639629201,0,Latin America,Polar,NA
h2_spd,region_climatezone,human,signed,0.1998,0.863,0.23151796060254926,1,0.23151796060254926,0,Latin America,Polar,NA
h2_spd,region_climatezone,climate,signed,0.2475,0.402,0.6156716417910447,1,0.6156716417910447,0,Latin America,Temperate_Dry_Summer,NA
